Artist,song_album,Title,song_release_date
Noah Schnacky,Maybe We Will,Maybe We Will,2018-10-26
Rascal Flatts,Back To Us,Love What You've Done With The Place,2017-05-19
Lauren Alaina,Getting Good,Getting Good,2019-09-27
Cody Johnson,Cowboy Like Me,Dance Her Home,2014-01-14
Deana Carter,The Deana Carter Collection,Strawberry Wine,2002-01-01
George Strait,50 Number Ones,Check Yes Or No,2004-01-01
Tim McGraw,All I Want,"I Like It, I Love It",1995-08-15
Willie Jones,Whole Lotta Love,Whole Lotta Love,2019-10-18
Ryan Hurd,Platonic - EP,Platonic,2019-09-20
Brantley Gilbert,Fire & Brimstone,Bad Boy,2019-10-04
Billy Currington,Details,Details,2019-07-19
George Strait,For The Last Time,Run - Live,2003-01-01
Triston Marez,Until I Found You,Until I Found You,2019-10-18
Sam Hunt,SOUTHSIDE,Hard To Forget,2020-04-03
Various Artists,Country Love Songs,Say You Do,2019-07-12
Spencer Crandall,My Person,My Person,2019-10-04
Florida Georgia Line,Can't Say I Ain't Country,Blessings,2019-02-15
HIXTAPE,HIXTAPE: Vol. 1,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",2019-09-13
Florida Georgia Line,6-Pack,Second Guessing - From Songland,2020-05-22
Tenille Arts,"Love, Heartbreak, & Everything in Between",Somebody Like That,2020-01-10
Teddy Robb,Really Shouldn't Drink Around You,Really Shouldn't Drink Around You,2019-11-15
Sam Hunt,SOUTHSIDE,Body Like A Back Road,2020-04-03
Bryce Vine,Carnival,Drew Barrymore,2019-07-26
Jameson Rodgers,Jameson Rodgers,Some Girls,2018-01-19
Florida Georgia Line,Dig Your Roots,May We All,2016-08-26
mike.,Fly You to the Moon,Fly You to the Moon,2019-01-28
Stan Walker,Tennessee Whiskey,Tennessee Whiskey,2017-05-05
K-Ci & JoJo,Love Always,All My Life,1997-01-01
Mark Masri,Beating Heart,It Must Have Been Love,2016-01-29
Lifehouse,Lifehouse,You And Me,2005-03-22
Snow Patrol,Eyes Open,Chasing Cars,2006-01-01
The Fray,How To Save A Life,How to Save a Life,2005-09-13
James Blunt,Back to Bedlam,You're Beautiful,2005-08-08
Teddy Swims,You're Still The One,You're Still The One,2020-07-17
Teddy Swims,I Can't Make You Love Me,I Can't Make You Love Me,2019-10-04
Teddy Swims,Someone You Loved,Someone You Loved,2019-07-26
Edwin McCain,Misguided Roses,I'll Be,1997
Donell Jones,Where I Wanna Be,Shorty (Got Her Eyes on Me),1999-05-29
Giveon,Spotify Singles,Untitled (How Does It Feel),2020-08-28
Jazmine Sullivan,Lost One,Lost One,2020-08-28
Keith Urban,Fuse (Deluxe),Cop Car,2013-09-10
Chris Bandi,Man Enough Now,Man Enough Now,2019-10-11
Rascal Flatts,Unstoppable,Here Comes Goodbye,2009-01-01
Seth Ennis,Mabelle - EP,Woke Up in Nashville,2017-08-11
Jason Aldean,Rearview Town,You Make It Easy,2018-04-13
Martina McBride,Evolution,A Broken Wing,1997-08-26
Little Big Town,The Breaker,Better Man,2017-02-24
Mitchell Tenpenny,Telling All My Secrets,Somebody Ain't You,2018-12-14
Kacey Musgraves,Golden Hour,Space Cowboy,2018-03-30
Cole Swindell,You Should Be Here,Middle of a Memory,2016-05-06
J. Hartley,Boy Meets Girl,Boy Meets Girl,2019-07-26
Dan + Shay,Where It All Began,19 You + Me,2014-04-01
Sugarland,Enjoy The Ride,Stay,2006-01-01
Sam Hunt,Between The Pines (Acoustic Mixtape),Come Over - Acoustic Mixtape,2015-10-23
Brantley Gilbert,Halfway To Heaven (Deluxe),You Don't Know Her Like I Do,2010
Chris Lane,Girl Problems,Back To Me,2016-07-12
Jana Kramer,Jana Kramer,Why Ya Wanna,2012-06-01
Rascal Flatts,Back To Us,Are You Happy Now,2017-05-19
Brett Young,Brett Young,Mercy,2017-02-10
Brett Young,Brett Young,Like I Loved You,2017-02-10
Zac Brown Band,You Get What You Give (Deluxe),Colder Weather,2010-09-20
Michael Bublé,It's Time,Home,2005-02-08
Joel Adams,Please Don't Go,Please Don't Go,2015-11-06
Sam Fischer,This City,This City,2019-12-11
Rhys Lewis,Things I Chose To Remember,No Right To Love You - Acoustic,2020-07-10
Thompson Square,Thompson Square,Glass,2011-02-08
Thomas Rhett,When I Was Your Man,When I Was Your Man,2015-01-01
Kane Brown,Chapter 1 - EP,Used to Love You Sober,2016-03-25
Kane Brown,Kane Brown,Hometown,2016-12-02
Kenny Chesney,Hemingway's Whiskey,You and Tequila,2010-09-28
Thomas Rhett,Die A Happy Man,Die A Happy Man,2015-01-01
Dustin Lynch,Dustin Lynch,Hurricane,2012-08-21
Various Artists,8 Seconds,When Will I Be Loved,1994-01-18
Josh Turner,Best Of,Would You Go With Me,2011-01-01
Jon Pardi,California Sunrise,Heartache On The Dance Floor,2016-05-13
MountainCity,Come Away With Me,Come Away With Me,2017-05-12
Sam Hunt,Between The Pines (Acoustic Mixtape),Make You Miss Me - Acoustic Mixtape,2015-10-23
Cody Johnson,Gotta Be Me,With You I Am,2016-08-05
Luke Bryan,Strip It Down,Strip It Down,2015-07-17
Chad Brownlee,Thinking Out Loud,Thinking Out Loud,2015-05-18
Dylan Scott,Closer,Closer,2016-11-18
Various Artists,The Best Of Me (Original Motion Picture Soundtrack),Lead Me,2014-10-07
Chris Stapleton,Traveller,Whiskey And You,2015-05-04
Keith Urban,Ripcord,Blue Ain't Your Color,2016-05-06
Kane Brown,Spotify Singles,Versace On the Floor - Recorded at Spotify Studios NYC,2017-05-03
Andy Velo,Andy Velo,Let Me Lay My Love On You,2012-06-05
Dan + Shay,Tequila,Tequila,2018-01-10
Luke Bryan,What Makes You Country,Most People Are Good,2017-12-08
Midland,On The Rocks,Drinkin' Problem,2017-09-22
Dustin Lynch,Current Mood,Small Town Boy,2017-09-08
Midland,On The Rocks,Burn Out,2017-09-22
Jon Pardi,California Sunrise,She Ain't In It,2016-05-13
Steve Wariner,Greatest Hits,The Weekend,1987-01-01
Dan + Shay,Dan + Shay (Acoustic),Tequila - Acoustic,2019-01-10
Austin Burke,Slower,Slower,2018-11-09
Kenny Chesney,Hemingway's Whiskey,Somewhere With You,2010-09-28
Jake Owen,Barefoot Blue Jean Night,Alone With You,2011-08-26
George Strait,Honky Tonk Time Machine,Honky Tonk Time Machine,2019-03-29
George Strait,Honky Tonk Time Machine,Every Little Honky Tonk Bar,2019-03-29
Cody Johnson,Ain't Nothin' to It,Nothin' on You,2019-01-18
Dustin Lynch,Current Mood,I'd Be Jealous Too,2017-09-08
Kane Brown,Experiment,Lost in the Middle of Nowhere (feat. Becky G),2019-07-12
Kane Brown,Experiment,Like a Rodeo,2019-07-12
Kane Brown,Experiment,Lose It,2019-07-12
Kane Brown,Experiment,Weekend,2019-07-12
Kane Brown,Experiment,Homesick,2019-07-12
Tyler Farr,Redneck Crazy,Whiskey in My Water,2013-09-27
Lady A,Lady Antebellum,Can't Take My Eyes Off You,2008-01-01
Lee Ann Womack,There's More Where That Came From,I May Hate Myself In The Morning,2005-01-01
Brett Young,Spotify Singles,Mercy - Recorded at Sound Stage Studios Nashville,2019-01-30
Doug Stone,Super Hits,In a Different Light,1990
Gloriana,A Thousand Miles Left Behind,(Kissed You) Good Night,2012-07-27
Gloriana,A Thousand Miles Left Behind,Can't Shake You,2012-07-27
Thomas Rhett,Tangled Up (Deluxe),Star Of The Show,2016-10-28
Ryan Hurd,Diamonds or Twine,Diamonds or Twine,2018-03-23
Ryan Hurd,To a T (Stripped),To a T - Stripped,2019-05-24
Thomas Rhett,Center Point Road,Blessed,2019-05-31
Keith Urban,Graffiti U,Female,2018-04-27
Brad Paisley,Hits Alive,Little Moments,2010-11-02
Keith Urban,God Whispered Your Name,God Whispered Your Name,2020-02-27
Kacey Musgraves,Golden Hour,Butterflies,2018-03-30
Keith Urban,Get Closer (Deluxe Version),All For You,2010-01-01
Gryffin,Hold You Tonight (with Chris Lane),Hold You Tonight (with Chris Lane),2020-04-07
Kane Brown,Kane Brown (Deluxe Edition),Thunder in the Rain,2017-10-06
Sam Hunt,SOUTHSIDE,That Ain't Beautiful,2020-04-03
ESSEX COUNTY,For You,For You,2020-06-19
Kaleb Lee,Nothin' on You,Nothin' on You,2019-10-25
Dan + Shay,Dan + Shay,What Keeps You Up At Night,2018-06-22
Russell Dickerson,Yours,Yours,2017-06-16
Josh Melton,Take Your Breath Away,Take Your Breath Away,2020-08-14
Ty Herndon,This Is Ty Herndon: Greatest Hits,It Must Be Love - Single Version,1995
Jason Aldean,9,Got What I Got,2019-11-22
Ryan Hurd,Every Other Memory,Every Other Memory,2020-04-20
Aaron Goodvin,Every Time You Take Your Time,Every Time You Take Your Time,2020-08-28
Andrew Jannakos,Gone Too Soon,Gone Too Soon,2020-09-15
Jason Aldean,Night Train,Night Train,2012-10-16
Rihanna,Loud,California King Bed,2010-11-15
Kings of Leon,Come Around Sundown,Pickup Truck,2010-10-19
Kings of Leon,Mechanical Bull (Expanded Edition),Beautiful War,2013-09-24
Kings of Leon,Only By The Night,Cold Desert,2008-09-23
Kings of Leon,WALLS,WALLS,2016-10-14
Kings of Leon,Come Around Sundown,The Face,2010-10-19
Faron Young,The Complete Capitol Hits Of Faron Young,Hello Walls,2000-01-01
Conway Twitty,The Very Best Of Conway Twitty,Hello Darlin',1978
Marty Robbins,Gunfighter Ballads And Trail Songs,El Paso,1959
Kitty Wells,The Collection,It Wasn't God Who Made Honky Tonk Angels,2003-01-01
Buck Owens,All-Time Greatest Hits,Act Naturally,2010-08-31
Merle Haggard & The Strangers,Best Of The Best Of,Mama Tried,1972-01-01
David Allan Coe,The Essential David Allan Coe,You Never Even Called Me By My Name,2015-10-02
Willie Nelson,Words Don't Fit The Picture,Good Hearted Woman,1972-03-01
Marty Robbins,Gunfighter Ballads And Trail Songs,Big Iron,1959
Conway Twitty,"Louisiana Woman, Mississippi Man","Louisiana Woman, Mississippi Man",1973-01-01
George Jones,Country Greats,The Race Is On,1997-01-01
Loretta Lynn,Gold,Coal Miner's Daughter - Single Version,2006-01-01
Willie Nelson,Walking the Line,Pancho and Lefty,1987
Conway Twitty,Number Ones,I'd Just Love To Lay You Down,1982-01-01
George Strait,Strait From The Heart,Amarillo By Morning,1982-01-01
Kenny Rogers,The Gambler,The Gambler,1978-11-20
Dwight Yoakam,"Guitars, Cadillacs, Etc., Etc.","Guitars, Cadillacs",1986
Merle Haggard,Greatest Hits - Finest Performances,Okie From Muskogee,1995-01-01
Conway Twitty,Red Neckin' Love Makin' Night,Tight Fittin' Jeans,1981-01-01
Randy Travis,Top 10,"Forever and Ever, Amen",2010-09-24
Conway Twitty,Southern Comfort,Slow Hand,1982
David Allan Coe,The Essential David Allan Coe,"Willie, Waylon and Me",2015-10-02
Willie Nelson,Always On My Mind,Always On My Mind,1982-02-01
Dolly Parton,Jolene,Jolene,1974-02-04
Charlie Rich,Love Songs,Behind Closed Doors,1970
Don Williams,Don Williams 20 Greatest Hits,I Believe In You,1987-01-01
Charley Pride,The Essential Charley Pride,Is Anybody Goin' to San Antone,2006-05-08
Randy Travis,Storms of Life,Diggin' Up Bones,1986-06-02
Kris Kristofferson,The Essential Kris Kristofferson,Me and Bobby McGee,2004-02-15
Don Williams,Don Williams 20 Greatest Hits,Tulsa Time,1987-01-01
Kenny Rogers,All The Hits And All New Love Songs,Islands In The Stream,1999
Don Williams,The Very Best Of,"Lord, I Hope This Day Is Good",1999-01-01
Buck Owens,All-Time Greatest Hits,Streets Of Bakersfield,2010-08-31
John Anderson,Greatest Hits,Seminole Wind,1996-10-15
Tennessee Ernie Ford,Capitol Collectors Series,Sixteen Tons,1991-01-01
Dolly Parton,Coat Of Many Colors,Coat of Many Colors,1971
Earl Thomas Conley,16 Biggest Hits,Holding Her and Loving You,1981
Don Williams,The Very Best Of Don Williams,Good Ole Boys Like Me,1992-01-21
Crystal Gayle,We Must Believe In Magic,Don't It Make My Brown Eyes Blue,1977-01-01
Lefty Frizzell,16 Biggest Hits,If You've Got the Money I've Got the Time,1950
Eddy Arnold,The Essential Eddy Arnold,Make the World Go Away,2013-11-19
John Anderson,Greatest Hits,Swingin',1996-10-15
Ernest Tubb,Retrospective: Volume 2,Waltz Across Texas,1987-01-01
Lefty Frizzell,American Originals,Long Black Veil,1980
Various Artists,True Country,The Happiest Girl In The Whole U.S.A.,2006-01-01
Bobby Bare,16 Biggest Hits,500 Miles Away from Home,1958
Glen Campbell,Galveston (Remastered),Galveston - Remastered 2001,1969
Bobby Bare,16 Biggest Hits,Detroit City,1958
Kenny Rogers,Daytime Friends: The Very Best Of Kenny Rogers,Lucille,1993-01-01
John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads","Take Me Home, Country Roads - Rerecorded",1997-06-17
Kenny Rogers & The First Edition,The Ultimate Collection,"Ruby, Don't Take Your Love To Town",1992-01-01
Bobby Bare,16 Biggest Hits,The Streets of Baltimore,1958
Roy Acuff,The Essential Roy Acuff,Wabash Cannonball,1938
Various Artists,True Country,Walk On By,2006-01-01
Merle Haggard & The Strangers,Best Of The Best Of,Silver Wings,1972-01-01
Sonny James,The Sonny Side,Young Love,1959-01-01
Various Artists,Columbia Country Classics Volume 3: Americana,Wolverton Mountain,1954
Porter Wagoner,The Essential Porter Wagoner,A Satisfied Mind,2013-06-04
David Houston,Number 1's - David Houston,Almost Persuaded,2011-03-15
Merle Haggard & The Strangers,Sing Me Back Home,Sing Me Back Home - 2001 Remaster,2001-01-01
Hank Thompson,Songs Of The Brazos Valley,The Wild Side Of Life,1956-01-01
Stonewall Jackson,The Best Of Stonewall Jackson,Waterloo,1992-06-09
Ferlin Husky,Country Greats,Wings of a Dove,2013-08-13
Tanya Tucker,Tanya Tucker / Super Hits,Would You Lay with Me (In a Field of Stone),1972
Kris Kristofferson,Jesus Was a Capricorn,Why Me,1972-11-01
Porter Wagoner,The Essential Porter Wagoner & Dolly Parton,The Last Thing On My Mind,2015-10-02
Marty Robbins,Marty Robbins - 16 Biggest Hits,Singing The Blues,1952
Skeeter Davis,The Essential Skeeter Davis,The End of the World,2015-10-02
Marty Robbins,Marty Robbins - 16 Biggest Hits,A White Sport Coat (And a Pink Carnation) (with Ray Conniff),1952
Roy Orbison,In Dreams,Blue Bayou,1963-07
Porter Wagoner,The Essential Porter Wagoner & Dolly Parton,Just Someone I Used to Know,2015-10-02
The Everly Brothers,The Very Best of The Everly Brothers,All I Have to Do Is Dream,1964-08-01
Brenda Lee,Anthology 1956-1980 (Volume 1 & 2),I'm Sorry - Single Version,1991-01-01
Gene Autry,The Essential Gene Autry,Buttons and Bows,2005-01-11
Roy Orbison,Sings Lonely and Blue,Only the Lonely,1961
The Everly Brothers,The Very Best of The Everly Brothers,Bye Bye Love,1964-08-01
Bobby Darin,Sing & Swing with Bobby Darin,Dream Lover,2007-10-30
Paul Anka,Sings His Favorites,Put Your Head on My Shoulder,1966
Bobby Vinton,The Best Of Bobby Vinton,Blue Velvet,1962
The Shirelles,The Best Of The Shirelles,Will You Love Me Tomorrow,1975
Dion & The Belmonts,The Best Of Dion & The Belmonts,A Teenager In Love,2005-01-01
The Drifters,All-Time Greatest Hits & More 1959-1965,Save the Last Dance for Me,1988-11-15
Paul Anka,Sings His Favorites,Diana,1966
Frankie Lymon & The Teenagers,The Best Of Frankie Lymon & The Teenagers,Why Do Fools Fall in Love,2005-07-26
The Platters,The Platters Golden Hits,Only You (And You Alone),1986-01-01
The Ronettes,Be My Baby: The Very Best of The Ronettes,Be My Baby,2011-02-22
Dion,Runaround Sue,Runaround Sue,1961
Buddy Holly,20 Golden Greats: Buddy Holly Lives,That'll Be The Day,1974-01-01
The Diamonds,The Best Of The Diamonds,Little Darlin',1996-01-01
The Del-Vikings,Come Go With Me: The Best Of The Del-Vikings,Come Go With Me,1997-01-01
Ritchie Valens,Ritchie Valens,Donna - Single Version,1959
Little Anthony & The Imperials,Greatest Hits,Tears on My Pillow,2005-09-20
The Monotones,Who Wrote The Book Of Love? [Digital Version],The Book of Love,2006-01-24
Dion,The Best Of Dion,The Wanderer,2001-01-01
The Marcels,The Best Of The Marcels,Blue Moon,1986
The Chordettes,The Chordettes' Best,Lollipop,2010-04-20
Eddie Cochran,12 Of His Biggest Hits,Summertime Blues,1960-05-01
Various Artists,American Graffiti,Since I Don't Have You - Single Version,1973-01-01
The Chordettes,Mister Sand Man,Mister Sandman,2004-01-08
James Barker Band,Spotify Singles,"Never Be The Same - Recorded At Revolution Studios, Toronto",2018-11-07
Dierks Bentley,Black,Somewhere On A Beach,2016-06-10
Dierks Bentley,Black,I'll Be The Moon,2016-06-10
Faith Hill,Breathe,Breathe,1999-11-09
Dierks Bentley,RISER,Five,2014-01-01
Dierks Bentley,Home,Breathe You In,2012-01-01
James Barker Band,Singles Only,Want You In It,2019-05-24
Darius Rucker,When Was The Last Time,Hands On Me,2017-10-20
Danielle Bradbery,Shallow,Shallow,2019-03-22
Dierks Bentley,The Mountain,Nothing On But The Stars,2018-06-08
Easton Corbin,About To Get Real,Baby Be My Love Song,2015-06-30
Brothers Osborne,Pawn Shop,Stay A Little Longer,2016-01-15
Skylar Grey,Addicted To Love,Addicted To Love,2015-03-10
Cigarettes After Sex,Affection,Keep On Loving You,2015
Queen of Japan,Nightlife in Tokyo,I Was Made For Loving You,2000
Tori Amos,Little Earthquakes (Deluxe Edition),Smells Like Teen Spirit - 2015 Remaster,1992-01-06
Dierks Bentley,RISER,Riser,2014-01-01
Tori Amos,Strange Little Girls,I'm Not in Love,2001-09-17
Chase Bryant,Chase Bryant,Little Bit of You,2014-09-23
Parmalee,Feels Like Carolina,Already Callin' You Mine,2013-12-10
Big & Rich,Gravity,Run Away with You,2014-09-23
Craig Campbell,Never Regret,Keep Them Kisses Comin',2013-05-07
Adam Craig,Adam Craig EP,Just a Phase,2016-05-20
James Barker Band,Game On,Chills,2017-04-21
Geordie,"Alright, Alright, Alright and More Hits",House of the Rising Sun,2012-09-25
ortoPilot,Covers Album Vol. 06 | 2010 Advent Calendar,Mad World,2010-06-06
Jason Aldean,Rearview Town,Rearview Town,2018-03-16
Drake White,Spark,Makin’ Me Look Good Again,2016-08-19
The Jeff Healey Band,Master Hits,Angel Eyes - Album Edit,1999-07-27
Adam Doleac,Famous - EP,Whiskey's Fine,2020-04-17
Cody Johnson,A Different Day,Diamond In My Pocket,2011-10-31
Florida Georgia Line,The Acoustic Sessions,Talk You Out Of It - Acoustic,2019-10-18
Morgan Wallen,Stand Alone - EP,Spin You Around,2015-08-24
Muscadine Bloodline,Porch Swing Angel,Porch Swing Angel,2016-04-17
Matt Stell,Prayed for You,Prayed for You,2018-03-16
Thompson Square,Thompson Square,Are You Gonna Kiss Me Or Not,2011-02-08
Scotty McCreery,Seasons Change,This Is It,2018-03-16
Riley Green,In A Truck Right Now,Break Up More Often,2018-06-29
Ryan Hurd,To a T,To a T,2018-08-31
Teddy Robb,Lead Me On,Lead Me On,2018-08-24
Blake Shelton,Texoma Shore,I'll Name the Dogs,2017-11-03
Jason Aldean,You Make It Easy,You Make It Easy,2018-01-26
Kelsea Ballerini,The First Time,Dibs,2015-12-22
Brett Young,Brett Young,In Case You Didn't Know,2017-02-10
Tyler Childers,Purgatory,Feathered Indians,2017-08-04
Trisha Yearwood,Love Songs,She's In Love With The Boy,2008-01-01
Kane Brown,Experiment Extended,Homesick,2019-11-01
Riley Green,Outlaws Like Us,When She Comes Home Tonight,2018-06-01
Mike Ryan,Blink You'll Miss It,Damn Good Goodbye,2017-10-20
Lionel Richie,Tuskegee,Easy,2012-01-01
Jimmie Allen,Bettie James,Drunk & I Miss You,2020-07-10
Thomas Rhett,Life Changes,Craving You,2017-09-08
Luke Combs,This One's for You Too (Deluxe Edition),Hurricane,2018-06-01
Luke Combs,This One's for You Too (Deluxe Edition),One Number Away,2018-06-01
Luke Combs,This One's for You Too (Deluxe Edition),I Got Away with You,2018-06-01
Luke Combs,This One's for You Too (Deluxe Edition),Must've Never Met You,2018-06-01
Brett Young,Ticket To L.A.,Here Tonight,2018-12-07
Thomas Rhett,Life Changes,Unforgettable,2017-09-08
Jon Pardi,Heartache Medication,Ain't Always The Cowboy,2019-09-27
Russell Dickerson,Yours,Blue Tacoma,2017-10-13
Russell Dickerson,Yours,MGNO,2017-10-13
Jake Owen,Days of Gold,Drivin' All Night,2013-12-02
Jake Owen,Days of Gold,Beachin',2013-12-02
Kid Rock,Rock n Roll Jesus,All Summer Long,2007-10-09
Jake Owen,Greetings From...Jake,Down To The Honkytonk,2019-03-29
Old Crow Medicine Show,O.C.M.S.,Wagon Wheel,2004-02-10
Thomas Rhett,Life Changes (Big Machine Radio Release Special),Unforgettable,2017-09-08
Brett Young,Brett Young (Big Machine Radio Release Special),In Case You Didn't Know,2017-02-10
Dan + Shay,Dan + Shay,Alone Together,2018-06-22
Dan + Shay,Dan + Shay,Keeping Score (feat. Kelly Clarkson),2018-06-22
Dan + Shay,Dan + Shay,Make or Break,2018-06-22
Dan + Shay,Dan + Shay,Stupid Love,2018-06-22
Dan + Shay,Dan + Shay,No Such Thing,2018-06-22
Dan + Shay,Dan + Shay,My Side of the Fence,2018-06-22
Dan + Shay,Dan + Shay,Island Time,2018-06-22
Old Crow Medicine Show,Carry Me Back to Virginia,Carry Me Back to Virginia (from 'Carry Me Back' Album),2013-06-25
Jason Aldean,They Don't Know,Any Ol' Barstool,2016-09-09
Thomas Rhett,It Goes Like This,Get Me Some Of That,2013-01-01
Billy Currington,Billy Currington,That's Just Me,2003-01-01
Russell Dickerson,Spotify Singles,Man in the Mirror - Recorded at Sound Stage Studios Nashville,2018-02-07
Luke Combs,What You See Is What You Get,Beer Never Broke My Heart,2019-11-08
Darius Rucker,True Believers,Take Me Home,2013-01-01
Luke Bryan,Tailgates & Tanlines,Drunk On You,2011-08-09
Eric Church,Chief,Homeboy,2011-01-01
Elvie Shane,My Boy,My Boy,2020-06-05
Lee Brice,Lee Brice,Boy,2017-11-03
Otis Redding,Otis Blue: Otis Redding Sings Soul (Collector's Edition),My Girl,1965-09-15
Luke Bryan,Kill The Lights,Home Alone Tonight,2015-08-07
Jason Aldean,"Old Boots, New Dirt",Just Gettin' Started,2014-09-17
Jason Aldean,Night Train,When She Says Baby,2012-10-16
Carrie Underwood,Storyteller,Heartbeat,2015-10-23
Jason Aldean,"Old Boots, New Dirt",Tonight Looks Good on You,2014-09-17
Cole Swindell,Cole Swindell,Hope You Get Lonely Tonight,2014-02-18
Lady A,747,Long Stretch Of Love,2014-09-30
The Nashville All-Stars,"Playing the Hits of Garth Brooks, Vol. 1",Callin' Baton Rouge,2015-10-07
Keith Urban,Greatest Hits,Somebody Like You,2007-01-01
Luke Bryan,Crash My Party (Deluxe),I See You,2014-08-12
Rodney Atkins,It's America,Tell A Country Boy,2010-06-29
Cole Swindell,You Should Be Here,Flatliner (feat. Dierks Bentley),2016-05-06
Florida Georgia Line,Anything Goes,Anything Goes,2014-10-14
Luke Bryan,Spring Break...Checkin' Out,Games,2015-03-10
Keith Urban,Ripcord,Break On Me,2016-05-06
Randy Houser,How Country Feels,Runnin' Outta Moonlight,2013-01-22
Luke Bryan,Kill The Lights (Deluxe),Kick The Dust Up,2015-08-07
Jake Owen,Barefoot Blue Jean Night,Barefoot Blue Jean Night,2011-08-26
Keith Urban,Ripcord,"John Cougar, John Deere, John 3:16",2016-05-06
Keith Urban,Fuse (Deluxe Edition),Cop Car,2013-01-01
Dustin Lynch,Where It's At,Hell Of A Night,2014-09-09
Luke Bryan,Crash My Party,I See You,2013-01-01
George Strait,Best Of (Deluxe Edition),Write This Down,2011-01-01
George Strait,Best Of (Deluxe Edition),Carrying Your Love With Me,2011-01-01
Rascal Flatts,Rewind,Rewind,2014-01-01
Luke Bryan,Kill The Lights,Move,2015-08-07
Thomas Rhett,Star Of The Show,Star Of The Show,2016-01-01
Dustin Lynch,Current Mood,Seein' Red,2017-09-08
Thomas Rhett,Tangled Up,Crash and Burn,2015-01-01
Devin Dawson,All On Me,All On Me,2017-02-17
Trace Adkins,Dangerous Man,Ladies Love Country Boys,2006-01-01
George Strait,Always Never The Same,Write This Down,1999-01-01
Seckond Chaynce,No Room to Breathe,My World,2018-03-01
Joe Nichols,Old Things New,Gimmie That Girl,2009
Milton Patton,Milton Patton,Get Us in Trouble,2015-07-02
Upchurch,"Project X, Vol. 1",Buzz Won't Last,2018-01-30
Seckond Chaynce,No Room to Breathe,All the Way Down,2018-03-01
Tim McGraw,Everywhere,Where The Green Grass Grows,1997-06-03
Eric Paslay,Eric Paslay,Friday Night,2014-01-01
Eric Paslay,Eric Paslay,Song About A Girl,2014-01-01
Nitty Gritty Dirt Band,Hold On,Fishin' in the Dark,1987-04-01
Gary Allan,Set You Free,Every Storm (Runs Out Of Rain),2013
Carrie Underwood,Storyteller,Church Bells,2015-10-23
High Valley,Dear Life,Make You Mine,2016-11-18
Jason Aldean,Night Train,Night Train,2012-10-16
Craig Morgan,My Kind Of Livin',That's What I Love About Sunday,2005-03-08
Joe Nichols,Crickets,Yeah,2013-10-08
Rascal Flatts,Me And My Gang,What Hurts The Most,2006-01-01
Frankie Ballard,Sunshine & Whiskey,Sunshine & Whiskey,2014-04-03
Cole Swindell,Cole Swindell,Swayin',2014-02-18
Easton Corbin,A Girl Like You,A Girl Like You,2017-01-27
Bottleneck,Keep 'em Spinnin,Darlin Angel (feat. Upchurch),2016-11-01
Tyler Wood,Outlaw Soul,Still Ridin Shotgun,2014-10-07
Florida Georgia Line,Anything Goes,Confession,2014-10-14
Granger Smith,When The Good Guys Win,Happens Like That,2017-10-27
Brett Young,Brett Young,Makin' Me Say,2017-02-10
Keith Urban,Parallel Line,Parallel Line,2018-01-19
Keith Urban,Golden Road,Somebody Like You,2002-01-01
Keith Urban,Graffiti U,Steal My Thunder,2018-04-27
Keith Urban,Ripcord,Wasted Time,2016-05-06
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],Lover (Remix) [feat. Shawn Mendes],2019-11-13
Darius Rucker,When Was The Last Time,If I Told You,2017-10-20
Trace Adkins,Dreamin' Out Loud,Every Light In The House,1996-01-01
Billy Currington,Doin' Somethin' Right,Good Directions,2005-01-01
Brad Paisley,Time Well Wasted,Waitin' On a Woman,2005-08-16
Brooks & Dunn,#1s ... and then some,Neon Moon,2009-09-08
Kenny Chesney,Welcome To The Fishbowl,Always Gonna Be You,2012-06-19
Tim McGraw,Not A Moment Too Soon,Don't Take The Girl,1994-03-22
Luke Combs,What You See Is What You Get,Nothing Like You,2019-11-08
Joe Diffie,The Essential Joe Diffie,John Deere Green,2003-03-31
Cole Swindell,All of It,Break Up in the End,2018-08-17
Luke Combs,This One's for You,One Number Away,2017-06-02
Rodney Atkins,It's America,Farmer's Daughter,2010-06-29
Faith Hill,Fireflies,I Want You,2005-08-02
Faith Hill,Breathe,If I Should Fall Behind,1999-11-09
Faith Hill,Faith,Just to Hear You Say That You Love Me (with Tim McGraw),1998-04-10
Tim McGraw,Greatest Hits,Let's Make Love,2000-11-21
Tim McGraw,Greatest Hits,My Best Friend,2000-11-21
Tim McGraw,Greatest Hits,It's Your Love,2000-11-21
Tim McGraw,"Greatest Hits, Vol. 2",Watch The Wind Blow By,2006-03-28
Josh Turner,Everything Is Fine,Soulmate,2007-01-01
Brad Paisley,This Is Country Music,New Favorite Memory,2011-05-23
Eric Church,Chief,Like Jesus Does,2011-01-01
Miranda Lambert,Revolution,Love Song,2009-09-24
Miranda Lambert,Revolution,Makin' Plans,2009-09-24
Pistol Annies,Annie Up,Loved By A Workin' Man,2013-05-07
Zac Brown Band,The Foundation,Free,2008-11-17
Kenny Chesney,The Road And The Radio,You Save Me,2005-11-07
Kenny Chesney,Me And You,Me and You,1996
Brad Paisley,Part II,Two People Fell in Love,2001-05-29
Brad Paisley,Mud On The Tires,Little Moments,2003-01-01
